Ensembl,Entry,UNIPROT,Chrom,Gene.Name,Biotype
ENSG00000142327,Q9HAU8,RNPL1_HUMAN,2,RNPEPL1,protein_coding
ENSG00000205937,Q15287,RNPS1_HUMAN,16,RNPS1,protein_coding
ENSG00000267873,NA,NA,12,AC121757.1,protein_coding
ENSG00000251695,NA,NA,12,AC124890.1,protein_coding
ENSG00000268367,NA,NA,12,AC126614.1,protein_coding
ENSG00000175911,NA,NA,17,AC127496.1,protein_coding
ENSG00000214999,NA,NA,17,AC129492.6,protein_coding
ENSG00000268242,NA,NA,11,AC131935.1,protein_coding
ENSG00000183562,NA,NA,11,AC131971.1,protein_coding
ENSG00000247270,NA,NA,16,AC132186.1,protein_coding
ENSG00000268403,NA,NA,11,AC132192.1,protein_coding
ENSG00000184566,NA,NA,11,AC132216.1,protein_coding
ENSG00000268852,NA,NA,17,AC132872.2,protein_coding
ENSG00000268863,NA,NA,16,AC135048.1,protein_coding
ENSG00000198150,NA,NA,17,AC135178.1,protein_coding
ENSG00000268759,NA,NA,15,AC135983.2,protein_coding
ENSG00000267950,NA,NA,11,AC136297.1,protein_coding
ENSG00000228259,NA,NA,5,AC136604.1,protein_coding
ENSG00000267824,NA,NA,16,AC137056.1,protein_coding
ENSG00000268218,NA,NA,16,AC137932.1,protein_coding
ENSG00000269358,NA,NA,1,AC138393.1,protein_coding
ENSG00000269071,NA,NA,5,AC138517.1,protein_coding
ENSG00000269563,NA,NA,2,AC138655.1,protein_coding
ENSG00000267270,NA,NA,18,AC139100.2,protein_coding
ENSG00000233812,NA,NA,15,AC139426.2,protein_coding
ENSG00000269339,NA,NA,12,AC139768.1,protein_coding
ENSG00000269529,NA,NA,12,AC140061.12,protein_coding
ENSG00000183292,NA,NA,2,AC140481.2,protein_coding
ENSG00000223931,NA,NA,16,AC142381.1,protein_coding
ENSG00000253896,NA,NA,8,AC144568.2,protein_coding
ENSG00000249852,NA,NA,7,AC145676.2,protein_coding
ENSG00000215621,NA,NA,17,AC174470.1,protein_coding
ENSG00000269396,NA,NA,7,AC187652.1,protein_coding
ENSG00000255748,NA,NA,12,AC226150.4,protein_coding
ENSG00000132142,Q13085,ACACA_HUMAN,17,ACACA,protein_coding
ENSG00000135847,Q9BR61,ACBD6_HUMAN,1,ACBD6,protein_coding
ENSG00000203804,Q5T5F5,A4AS1_HUMAN,1,ADAMTSL4-AS1,protein_coding
ENSG00000222040,P18089,ADA2B_HUMAN,2,ADRA2B,protein_coding
ENSG00000259003,NA,NA,14,AE000662.92,protein_coding
ENSG00000215346,NA,NA,8,AF131215.5,protein_coding
ENSG00000243440,NA,NA,21,AF165138.7,protein_coding
ENSG00000250232,NA,NA,X,AF196779.12,protein_coding
ENSG00000255737,NA,NA,12,AGAP2-AS1,protein_coding
ENSG00000204169,Q5VUJ5,AGAP7_HUMAN,10,AGAP7,protein_coding
ENSG00000174194,Q96P64,AGAP4_HUMAN,10,AGAP8,protein_coding
ENSG00000198035,Q5VTM2,AGAP9_HUMAN,10,AGAP9,protein_coding
ENSG00000166748,Q96MI9,CBPC4_HUMAN,15,AGBL1,protein_coding
ENSG00000173209,Q719I0,AHSA2_HUMAN,2,AHSA2,protein_coding
ENSG00000241978,Q9Y2D5,AKAP2_HUMAN,9,AKAP2,protein_coding
ENSG00000196326,Q5T2L2,AKCL1_HUMAN,10,AKR1CL1,protein_coding
ENSG00000269155,NA,NA,6,AL009178.1,protein_coding
ENSG00000223474,NA,NA,1,AL020996.1,protein_coding
ENSG00000268427,NA,NA,22,AL022328.1,protein_coding
ENSG00000268402,NA,NA,6,AL031320.1,protein_coding
ENSG00000214854,NA,NA,22,AL031590.1,protein_coding
ENSG00000268111,NA,NA,20,AL031663.1,protein_coding
ENSG00000269549,NA,NA,20,AL031663.2,protein_coding
ENSG00000267882,NA,NA,20,AL031666.2,protein_coding
ENSG00000176515,NA,NA,6,AL033381.1,protein_coding
ENSG00000268302,NA,NA,20,AL035252.1,protein_coding
ENSG00000268332,NA,NA,1,AL035406.1,protein_coding
ENSG00000268275,NA,NA,6,AL035588.1,protein_coding
ENSG00000269104,NA,NA,22,AL035681.1,protein_coding
ENSG00000268818,NA,NA,22,AL049747.1,protein_coding
ENSG00000268702,NA,NA,14,AL049829.1,protein_coding
ENSG00000224997,NA,NA,14,AL049840.1,protein_coding
ENSG00000256715,NA,NA,21,AL050302.1,protein_coding
ENSG00000269011,NA,NA,21,AL050303.1,protein_coding
ENSG00000225683,NA,NA,6,AL078585.1,protein_coding
ENSG00000203863,NA,NA,6,AL079342.1,protein_coding
ENSG00000269407,NA,NA,20,AL096677.1,protein_coding
ENSG00000269709,NA,NA,1,AL109659.1,protein_coding
ENSG00000268552,NA,NA,1,AL109927.1,protein_coding
ENSG00000267918,NA,NA,14,AL117190.2,protein_coding
ENSG00000269375,NA,NA,14,AL117190.3,protein_coding
ENSG00000267848,NA,NA,20,AL118506.1,protein_coding
ENSG00000268628,NA,NA,20,AL121761.2,protein_coding
ENSG00000269650,NA,NA,20,AL121895.1,protein_coding
ENSG00000269117,NA,NA,20,AL121901.1,protein_coding
ENSG00000234188,NA,NA,6,AL121963.1,protein_coding
ENSG00000268466,NA,NA,14,AL132989.1,protein_coding
ENSG00000267849,NA,NA,6,AL133262.1,protein_coding
ENSG00000269120,NA,NA,13,AL133318.1,protein_coding
ENSG00000268657,NA,NA,14,AL133373.1,protein_coding
ENSG00000235705,NA,NA,10,AL133481.1,protein_coding
ENSG00000215306,NA,NA,14,AL135998.1,protein_coding
ENSG00000212673,NA,NA,1,AL136115.1,protein_coding
ENSG00000215462,NA,NA,13,AL136218.1,protein_coding
ENSG00000269279,NA,NA,1,AL136376.1,protein_coding
ENSG00000203630,NA,NA,20,AL136531.1,protein_coding
ENSG00000268130,NA,NA,13,AL137002.1,protein_coding
ENSG00000269515,NA,NA,10,AL137026.1,protein_coding
ENSG00000226209,NA,NA,10,AL138764.1,protein_coding
ENSG00000215549,NA,NA,13,AL138815.1,protein_coding
ENSG00000268344,NA,NA,13,AL138815.2,protein_coding
ENSG00000269624,NA,NA,1,AL138847.1,protein_coding
ENSG00000268735,NA,NA,13,AL139080.1,protein_coding
ENSG00000253459,NA,NA,14,AL139099.1,protein_coding
ENSG00000248458,NA,NA,1,AL139147.1,protein_coding
ENSG00000214479,NA,NA,6,AL139333.1,protein_coding
ENSG00000269223,NA,NA,20,AL158091.1,protein_coding
ENSG00000269305,NA,NA,9,AL158147.2,protein_coding
ENSG00000268457,NA,NA,20,AL160175.1,protein_coding
ENSG00000268482,NA,NA,9,AL160274.1,protein_coding
ENSG00000269064,NA,NA,1,AL160286.1,protein_coding
ENSG00000268155,NA,NA,9,AL161450.1,protein_coding
ENSG00000268925,NA,NA,10,AL161645.2,protein_coding
ENSG00000267987,NA,NA,9,AL161784.1,protein_coding
ENSG00000212670,NA,NA,1,AL161915.1,protein_coding
ENSG00000214645,NA,NA,9,AL162389.1,protein_coding
ENSG00000234631,NA,NA,10,AL162407.1,protein_coding
ENSG00000269738,NA,NA,9,AL162424.1,protein_coding
ENSG00000234237,NA,NA,1,AL162431.1,protein_coding
ENSG00000215902,NA,NA,1,AL353354.1,protein_coding
ENSG00000269804,NA,NA,1,AL353354.2,protein_coding
ENSG00000269879,NA,NA,10,AL353583.1,protein_coding
ENSG00000228537,NA,NA,9,AL353608.1,protein_coding
ENSG00000233889,NA,NA,X,AL353698.1,protein_coding
ENSG00000227921,NA,NA,9,AL353791.1,protein_coding
ENSG00000268578,NA,NA,9,AL354718.1,protein_coding
ENSG00000269591,NA,NA,13,AL354808.2,protein_coding
ENSG00000215428,NA,NA,9,AL354898.1,protein_coding
ENSG00000227164,NA,NA,20,AL354993.1,protein_coding
ENSG00000177596,NA,NA,13,AL355390.1,protein_coding
ENSG00000224474,NA,NA,10,AL355490.1,protein_coding
ENSG00000268421,NA,NA,10,AL355531.2,protein_coding
ENSG00000269766,NA,NA,11,AL356215.1,protein_coding
ENSG00000225996,NA,NA,1,AL356356.1,protein_coding
ENSG00000248835,NA,NA,1,AL357673.1,protein_coding
ENSG00000269295,NA,NA,9,AL358113.1,protein_coding
ENSG00000267802,NA,NA,14,AL358333.1,protein_coding
ENSG00000268211,NA,NA,9,AL359091.2,protein_coding
ENSG00000204038,NA,NA,10,AL359195.1,protein_coding
ENSG00000269494,NA,NA,6,AL359693.1,protein_coding
ENSG00000205850,NA,NA,13,AL359736.1,protein_coding
ENSG00000205740,NA,NA,10,AL359878.1,protein_coding
ENSG00000196979,NA,NA,9,AL360004.1,protein_coding
ENSG00000268882,NA,NA,10,AL360181.1,protein_coding
ENSG00000203286,NA,NA,9,AL365202.1,protein_coding
ENSG00000269408,NA,NA,9,AL390778.1,protein_coding
ENSG00000212928,NA,NA,14,AL391152.1,protein_coding
ENSG00000204049,NA,NA,10,AL391421.1,protein_coding
ENSG00000268059,NA,NA,6,AL441883.1,protein_coding
ENSG00000176134,NA,NA,9,AL445665.1,protein_coding
ENSG00000226974,NA,NA,13,AL445989.1,protein_coding
ENSG00000189275,NA,NA,10,AL450307.1,protein_coding
ENSG00000232866,NA,NA,9,AL513478.1,protein_coding
ENSG00000187461,NA,NA,6,AL583828.1,protein_coding
ENSG00000269753,NA,NA,1,AL589739.1,protein_coding
ENSG00000240510,NA,NA,1,AL589765.1,protein_coding
ENSG00000268781,NA,NA,4,AL590235.1,protein_coding
ENSG00000268172,NA,NA,1,AL590452.1,protein_coding
ENSG00000268146,NA,NA,1,AL590483.1,protein_coding
ENSG00000269620,NA,NA,1,AL590560.1,protein_coding
ENSG00000232850,NA,NA,9,AL590708.2,protein_coding
ENSG00000268387,NA,NA,1,AL590714.1,protein_coding
ENSG00000203301,NA,NA,1,AL590822.1,protein_coding
ENSG00000269554,NA,NA,1,AL590822.2,protein_coding
ENSG00000213121,NA,NA,6,AL590867.1,protein_coding
ENSG00000214239,NA,NA,6,AL591025.1,protein_coding
ENSG00000269337,NA,NA,9,AL591479.1,protein_coding
ENSG00000215020,NA,NA,10,AL591684.1,protein_coding
ENSG00000268154,NA,NA,1,AL591806.1,protein_coding
ENSG00000231360,NA,NA,1,AL592284.1,protein_coding
ENSG00000268662,NA,NA,1,AL596220.1,protein_coding
ENSG00000215033,NA,NA,10,AL603965.1,protein_coding
ENSG00000268141,NA,NA,1,AL606500.1,protein_coding
ENSG00000267884,NA,NA,1,AL626787.1,protein_coding
ENSG00000197502,NA,NA,14,AL627171.1,protein_coding
ENSG00000269832,NA,NA,14,AL627171.2,protein_coding
ENSG00000237683,NA,NA,1,AL627309.1,protein_coding
ENSG00000268179,NA,NA,1,AL645608.1,protein_coding
ENSG00000269308,NA,NA,1,AL645608.2,protein_coding
ENSG00000215014,NA,NA,1,AL645728.1,protein_coding
ENSG00000227839,NA,NA,1,AL645730.2,protein_coding
ENSG00000268923,NA,NA,6,AL645922.1,protein_coding
ENSG00000268365,NA,NA,1,AL646016.1,protein_coding
ENSG00000269831,NA,NA,1,AL669831.1,protein_coding
ENSG00000268996,NA,NA,9,AL807752.1,protein_coding
ENSG00000230610,NA,NA,1,AL929472.1,protein_coding
ENSG00000236029,NA,NA,9,AL953854.2,protein_coding
ENSG00000273170,Q8IVF6,AN18A_HUMAN,9,ANKRD18A,protein_coding
ENSG00000196774,Q5TYW2,A20A1_HUMAN,9,ANKRD20A1,protein_coding
ENSG00000132498,Q5VUR7,A20A3_HUMAN,9,ANKRD20A3,protein_coding
ENSG00000181039,Q69YU3,AN34A_HUMAN,1,ANKRD34A,protein_coding
ENSG00000198250,A6NF34,ANTRL_HUMAN,10,ANTXRL,protein_coding
ENSG00000165390,P13928,ANXA8_HUMAN,10,ANXA8,protein_coding
ENSG00000150165,Q5VT79,AXA81_HUMAN,10,ANXA8L1,protein_coding
ENSG00000186807,Q5VT79,AXA81_HUMAN,10,ANXA8L2,protein_coding
ENSG00000268265,NA,NA,21,AP000304.1,protein_coding
ENSG00000218537,NA,NA,22,AP000350.4,protein_coding
ENSG00000176984,NA,NA,11,AP000679.2,protein_coding
ENSG00000268098,NA,NA,21,AP000688.1,protein_coding
ENSG00000267976,NA,NA,21,AP000695.1,protein_coding
ENSG00000255537,NA,NA,11,AP000708.1,protein_coding
ENSG00000269601,NA,NA,11,AP000758.1,protein_coding
ENSG00000173727,NA,NA,11,AP000769.1,protein_coding
ENSG00000254667,NA,NA,11,AP000783.1,protein_coding
ENSG00000187811,NA,NA,11,AP000867.1,protein_coding
ENSG00000268467,NA,NA,11,AP000889.3,protein_coding
ENSG00000215504,NA,NA,11,AP000974.1,protein_coding
ENSG00000214305,NA,NA,11,AP001024.1,protein_coding
ENSG00000214306,NA,NA,11,AP001024.2,protein_coding
ENSG00000267913,NA,NA,21,AP001055.1,protein_coding
ENSG00000268046,NA,NA,18,AP001094.1,protein_coding
ENSG00000269570,NA,NA,11,AP001350.1,protein_coding
ENSG00000269018,NA,NA,11,AP001362.1,protein_coding
ENSG00000267937,NA,NA,21,AP001421.1,protein_coding
ENSG00000235878,NA,NA,21,AP001468.1,protein_coding
ENSG00000268856,NA,NA,21,AP001579.1,protein_coding
ENSG00000228120,NA,NA,21,AP001631.10,protein_coding
ENSG00000224130,NA,NA,11,AP001652.1,protein_coding
ENSG00000254531,NA,NA,4,AP001816.1,protein_coding
ENSG00000179038,NA,NA,11,AP001885.1,protein_coding
ENSG00000268351,NA,NA,11,AP001888.1,protein_coding
ENSG00000269042,NA,NA,11,AP001925.1,protein_coding
ENSG00000204306,NA,NA,11,AP002348.1,protein_coding
ENSG00000268602,NA,NA,11,AP002353.1,protein_coding
ENSG00000268472,NA,NA,11,AP002884.2,protein_coding
ENSG00000272790,NA,NA,11,AP002884.3,protein_coding
ENSG00000268192,NA,NA,11,AP002956.1,protein_coding
ENSG00000267981,NA,NA,11,AP003041.2,protein_coding
ENSG00000268936,NA,NA,11,AP003062.1,protein_coding
ENSG00000254614,NA,NA,11,AP003068.23,protein_coding
ENSG00000269089,NA,NA,11,AP003733.1,protein_coding
ENSG00000181908,NA,NA,11,AP003774.4,protein_coding
ENSG00000215527,NA,NA,18,AP005482.1,protein_coding
ENSG00000255284,NA,NA,11,AP006621.5,protein_coding
ENSG00000205595,P15514,AREG_HUMAN,4,AREGB,protein_coding
ENSG00000187951,Q3KRB8,RHGBB_HUMAN,15,ARHGAP11B,protein_coding
ENSG00000225485,Q9P227,RHG23_HUMAN,17,ARHGAP23,protein_coding
ENSG00000221883,Q8N7S6,ARI2O_HUMAN,3,ARIH2OS,protein_coding
ENSG00000072444,P0C7U1,ASA2B_HUMAN,10,ASAH2C,protein_coding
ENSG00000270898,Q9Y575,ASB3_HUMAN,2,ASB3,protein_coding
ENSG00000180389,Q5VTU8,AT5EL_HUMAN,13,ATP5EP2,protein_coding
ENSG00000163098,Q96P09,BIRC8_HUMAN,19,BIRC8,protein_coding
ENSG00000204960,A4D250,BLACE_HUMAN,7,BLACE,protein_coding
ENSG00000170727,Q14137,BOP1_HUMAN,8,BOP1,protein_coding
ENSG00000176236,Q8N326,CJ111_HUMAN,10,C10orf111,protein_coding
ENSG00000204683,Q5VZT2,CJ113_HUMAN,10,C10orf113,protein_coding
ENSG00000204566,Q8IYJ2,CJ067_HUMAN,10,C10orf115,protein_coding
ENSG00000155640,Q96JN0,LCOR_HUMAN,10,C10orf12,protein_coding
ENSG00000204365,Q8N4M7,CJ126_HUMAN,10,C10orf126,protein_coding
ENSG00000173088,Q6DHV5,C2D2B_HUMAN,10,C10orf131,protein_coding
ENSG00000165511,Q5T742,ZFAS1_HUMAN,10,C10orf25,protein_coding
ENSG00000235931,A4QN01,CJ040_HUMAN,10,C10orf40,protein_coding
ENSG00000222047,Q5SWW7,CJ055_HUMAN,10,C10orf55,protein_coding
ENSG00000150076,Q96M83,CCDC7_HUMAN,10,C10ORF68,protein_coding
ENSG00000177234,Q8N1V8,CJ085_HUMAN,10,C10orf85,protein_coding
ENSG00000171987,Q8WZ69,CK040_HUMAN,11,C11orf40,protein_coding
ENSG00000184224,Q8NBR9,CK072_HUMAN,11,C11orf72,protein_coding
ENSG00000184682,A8MZF0,PRR33_HUMAN,11,C11orf89,protein_coding
ENSG00000180861,Q495D7,CL036_HUMAN,12,C12orf36,protein_coding
ENSG00000221949,Q8N7H1,CL061_HUMAN,12,C12orf61,protein_coding
ENSG00000214215,Q32Q52,CL074_HUMAN,12,C12orf74,protein_coding
ENSG00000257242,G3V211,CL079_HUMAN,12,C12orf79,protein_coding
ENSG00000197595,Q6ZP68,ATPUN_HUMAN,13,C13orf35,protein_coding
ENSG00000178734,F2Z398,LMO7D_HUMAN,13,C13orf45,protein_coding
ENSG00000176605,Q52M58,CN177_HUMAN,14,C14orf177,protein_coding
ENSG00000197734,Q8N769,CN178_HUMAN,14,C14orf178,protein_coding
ENSG00000168260,Q8WXQ3,CN183_HUMAN,14,C14orf183,protein_coding
ENSG00000186960,Q86U37,CN023_HUMAN,14,C14orf23,protein_coding
ENSG00000183643,Q32M92,CO032_HUMAN,15,C15orf32,protein_coding
ENSG00000257028,Q8NBB2,STAS1_HUMAN,15,C15ORF37,protein_coding
ENSG00000175779,Q8NAA6,CO053_HUMAN,15,C15orf53,protein_coding
ENSG00000175746,Q8N8G6,CO054_HUMAN,15,C15orf54,protein_coding
ENSG00000176753,Q8N910,CO056_HUMAN,15,C15orf56,protein_coding
ENSG00000221819,O95177,GAAS1_HUMAN,16,C16orf3,protein_coding
ENSG00000197445,Q15911,ZFHX3_HUMAN,16,C16orf47,protein_coding
ENSG00000261359,I3L0S3,PYAS1_HUMAN,16,C16orf98,protein_coding
ENSG00000212734,A8MU93,CQ100_HUMAN,17,C17orf100,protein_coding
ENSG00000197322,A2RUQ5,CQ102_HUMAN,17,C17orf102,protein_coding
ENSG00000154035,Q8N6N6,NATD1_HUMAN,17,C17orf103,protein_coding
ENSG00000227011,F2Z3M2,CQ112_HUMAN,17,C17orf112,protein_coding
ENSG00000181013,O43236,SEPT4_HUMAN,17,C17orf47,protein_coding
ENSG00000154768,Q8WW18,CQ050_HUMAN,17,C17orf50,protein_coding
ENSG00000212719,A8MQB3,CQ051_HUMAN,17,C17orf51,protein_coding
ENSG00000172653,A2RTY3,HEAT9_HUMAN,17,C17orf66,protein_coding
ENSG00000182352,Q96MU5,CQ077_HUMAN,17,C17orf77,protein_coding
ENSG00000167230,Q8N4C9,CQ078_HUMAN,17,C17orf78,protein_coding
ENSG00000187013,Q86X59,CQ082_HUMAN,17,C17orf82,protein_coding
ENSG00000179294,A6NHQ4,EPOP_HUMAN,17,C17orf96,protein_coding
ENSG00000214556,A8MV24,CQ098_HUMAN,17,C17orf98,protein_coding
ENSG00000176912,Q8TAI1,TYMOS_HUMAN,18,C18orf56,protein_coding
ENSG00000265944,J3KSC0,CR064_HUMAN,18,C18orf64,protein_coding
ENSG00000167747,Q6RUI8,CS048_HUMAN,19,C19orf48,protein_coding
ENSG00000267106,K7EIQ3,CS082_HUMAN,19,C19orf82,protein_coding
ENSG00000162913,Q96MR7,OBAS1_HUMAN,1,C1orf145,protein_coding
ENSG00000162888,Q96MC9,CA147_HUMAN,1,C1orf147,protein_coding
ENSG00000180869,Q8NAE3,CA180_HUMAN,1,C1orf180,protein_coding
ENSG00000196533,Q6ZWK4,RHEX_HUMAN,1,C1orf186,protein_coding
ENSG00000179840,Q5SR53,CA200_HUMAN,1,C1orf200,protein_coding
ENSG00000188004,P0DPA2,VSIG8_HUMAN,1,C1orf204,protein_coding
ENSG00000249087,Q8NC38,CA213_HUMAN,1,C1orf213,protein_coding
ENSG00000184909,Q5T0J3,CA220_HUMAN,1,C1ORF220,protein_coding
ENSG00000213057,Q5T0J3,CA220_HUMAN,1,C1orf220,protein_coding
ENSG00000221953,NA,NA,1,C1orf229,lncRNA
ENSG00000125462,Q13536,CROC4_HUMAN,1,C1orf61,protein_coding
ENSG00000265096,NA,NA,17,C1QTNF1-AS1,antisense
ENSG00000268858,Q9H3Z7,ABHGB_HUMAN,20,C20ORF135,protein_coding
ENSG00000174407,Q9H1L0,MI1HG_HUMAN,20,C20orf166,protein_coding
ENSG00000125899,NA,NA,20,C20orf187,lncRNA
ENSG00000176659,Q8N268,CT197_HUMAN,20,C20orf197,protein_coding
ENSG00000168746,NA,NA,20,C20orf62,lncRNA
ENSG00000149443,Q9BR46,SCAS1_HUMAN,20,C20orf78,protein_coding
ENSG00000256073,Q96HZ7,URAS1_HUMAN,21,C21orf119,protein_coding
ENSG00000184385,Q8N2C9,UMAS1_HUMAN,21,C21orf128,protein_coding
ENSG00000232560,A6NIU2,CU037_HUMAN,21,C21orf37,protein_coding
ENSG00000205930,Q17RA5,CMAS1_HUMAN,21,C21orf49,protein_coding
ENSG00000229086,A6NM66,CU054_HUMAN,21,C21orf54,protein_coding
ENSG00000183250,P58512,CU067_HUMAN,21,C21orf67,protein_coding
ENSG00000184809,P59052,B3AS1_HUMAN,21,C21orf88,protein_coding
ENSG00000182912,P59090,TSAS2_HUMAN,21,C21orf90,protein_coding
ENSG00000128254,Q9Y442,CV024_HUMAN,22,C22orf24,protein_coding
ENSG00000182257,Q9NV39,PRR34_HUMAN,22,C22orf26,protein_coding
ENSG00000188511,NA,NA,22,C22orf34,lncRNA
ENSG00000184208,C9J442,CV046_HUMAN,22,C22orf46,protein_coding
ENSG00000241962,Q8WU43,CB015_HUMAN,2,C2orf15,protein_coding
ENSG00000197927,P0DPF5,CB27A_HUMAN,2,C2orf27A,protein_coding
ENSG00000186825,P0DPF6,CB27B_HUMAN,2,C2orf27B,protein_coding
ENSG00000163009,Q96LS8,CB048_HUMAN,2,C2orf48,protein_coding
ENSG00000205086,Q6ZV80,CB091_HUMAN,2,C2orf91,protein_coding
ENSG00000198685,O15544,GR6_HUMAN,3,C3orf27,protein_coding
ENSG00000198590,Q8IVJ8,APRG1_HUMAN,3,C3orf35,protein_coding
ENSG00000221972,Q3SXR2,CC036_HUMAN,3,C3orf36,protein_coding
ENSG00000174899,A1A4F0,S66AL_HUMAN,3,C3orf55,protein_coding
ENSG00000163915,Q96M15,IFAS1_HUMAN,3,C3orf65,protein_coding
ENSG00000237787,P0CE67,CC079_HUMAN,3,C3orf79,protein_coding
ENSG00000082929,Q99440,CD006_HUMAN,4,C4orf6,protein_coding
ENSG00000248874,NA,NA,5,C5orf17,lncRNA
ENSG00000236882,Q52M75,CE027_HUMAN,5,C5orf27,protein_coding
ENSG00000221990,Q8N2X6,EXAS1_HUMAN,5,C5orf55,protein_coding
ENSG00000197536,Q8N8D9,IRAS1_HUMAN,5,C5orf56,protein_coding
ENSG00000204661,A6NFR6,CE060_HUMAN,5,C5orf60,protein_coding
ENSG00000178722,Q2M2E5,CE064_HUMAN,5,C5orf64,protein_coding
ENSG00000224186,NA,NA,5,C5orf66,antisense
ENSG00000204709,Q5JQF7,CF100_HUMAN,6,C6orf100,protein_coding
ENSG00000146521,Q9Y6Z2,CF123_HUMAN,6,C6orf123,protein_coding
ENSG00000203871,Q5TEZ4,CF164_HUMAN,6,C6orf164,protein_coding
ENSG00000213204,Q8IYR0,CF206_HUMAN,6,C6orf165,protein_coding
ENSG00000164385,Q96MT4,CF195_HUMAN,6,C6orf195,protein_coding
ENSG00000181577,Q8N319,CF223_HUMAN,6,C6orf223,protein_coding
ENSG00000204387,NA,NA,6,C6orf48,lncRNA
ENSG00000145965,Q9HD87,CF050_HUMAN,6,C6ORF50,protein_coding
ENSG00000203711,Q4VX62,CF099_HUMAN,6,C6orf99,protein_coding
ENSG00000244291,Q8NI28,CG013_HUMAN,7,C7orf13,protein_coding
ENSG00000221845,Q6ZTY9,CG065_HUMAN,7,C7orf65,protein_coding
ENSG00000205174,NA,NA,7,C7orf66,lncRNA
ENSG00000136275,Q9H7B7,CG069_HUMAN,7,C7orf69,protein_coding
ENSG00000222004,NA,NA,7,C7orf71,lncRNA
ENSG00000197851,P60896,SEM1_HUMAN,7,C7orf76,protein_coding
ENSG00000184608,Q96KT0,FAAS1_HUMAN,8,C8orf12,protein_coding
ENSG00000250733,Q9NRJ1,MOST1_HUMAN,8,C8orf17,protein_coding
ENSG00000177335,NA,NA,8,C8orf31,lncRNA
ENSG00000213865,Q96CB5,CH044_HUMAN,8,C8orf44,protein_coding
ENSG00000270024,NA,NA,8,C8orf44-SGK3,protein_coding
ENSG00000255394,NA,NA,8,C8orf49,lncRNA
ENSG00000236939,P0C853,BAAS2_HUMAN,8,C8orf56,protein_coding
ENSG00000196166,Q6ZUL3,CH086_HUMAN,8,C8orf86,protein_coding
ENSG00000254318,E5RJ46,CH087_HUMAN,8,C8orf87,protein_coding
ENSG00000204352,Q5T035,CI129_HUMAN,9,C9orf129,protein_coding
ENSG00000180539,Q6ZV77,CI139_HUMAN,9,C9orf139,protein_coding
ENSG00000198454,NA,NA,9,C9orf141,lncRNA
ENSG00000230185,NA,NA,9,C9orf147,antisense
ENSG00000196366,Q8N9P6,CI163_HUMAN,9,C9orf163,protein_coding
ENSG00000204446,A2RU37,CI170_HUMAN,9,C9orf170,protein_coding
ENSG00000203993,Q9H2J1,CI037_HUMAN,9,C9orf37,protein_coding
ENSG00000215066,NA,NA,9,C9orf38,protein_coding
ENSG00000186354,Q6ZRZ4,CI047_HUMAN,9,C9orf47,protein_coding
ENSG00000224854,Q9UH64,NSGX_HUMAN,9,C9orf53,protein_coding
ENSG00000178243,NA,NA,9,C9orf62,lncRNA
ENSG00000183784,Q5T8R8,DOAS1_HUMAN,9,C9orf66,protein_coding
ENSG00000205549,A6NGG3,CI092_HUMAN,9,C9orf92,protein_coding
ENSG00000204682,Q5T4H9,CSC10_HUMAN,10,CASC10,protein_coding
ENSG00000228146,NA,NA,16,CASP16,pseudogene
ENSG00000267958,NA,NA,2,CATX-2,protein_coding
ENSG00000204790,Q4V339,CBWD6_HUMAN,9,CBWD6,protein_coding
ENSG00000163081,Q96MF4,CC140_HUMAN,2,CCDC140,protein_coding
ENSG00000205212,Q6NUI1,C144L_HUMAN,17,CCDC144NL,protein_coding
ENSG00000236624,A0A0D9SF12,CC163_HUMAN,1,CCDC163P,protein_coding
ENSG00000250709,NA,NA,13,CCDC169-SOHLH2,protein_coding
ENSG00000255994,Q9NQR7,CC177_HUMAN,14,CCDC177,protein_coding
ENSG00000145075,Q9UFE4,CCD39_HUMAN,3,CCDC39,protein_coding
ENSG00000213494,Q16627,CCL14_HUMAN,17,CCL14,protein_coding
ENSG00000267596,Q16663,CCL15_HUMAN,17,CCL15,protein_coding
ENSG00000161574,NA,NA,17,CCL15-CCL14,lncRNA
ENSG00000161573,O15467,CCL16_HUMAN,17,CCL16,protein_coding
ENSG00000167236,P55773,CCL23_HUMAN,17,CCL23,protein_coding
ENSG00000205021,P16619,CL3L1_HUMAN,17,CCL3L1,protein_coding
ENSG00000256515,P16619,CL3L1_HUMAN,17,CCL3L3,protein_coding
ENSG00000129277,P13236,CCL4_HUMAN,17,CCL4,protein_coding
ENSG00000205020,Q8NHW4,CC4L_HUMAN,17,CCL4L1,protein_coding
ENSG00000197262,Q8NHW4,CC4L_HUMAN,17,CCL4L2,protein_coding
ENSG00000161570,P13501,CCL5_HUMAN,17,CCL5,protein_coding
ENSG00000184258,P51861,CDR1_HUMAN,X,CDR1,protein_coding
ENSG00000181464,O95170,CDRT1_HUMAN,17,CDRT1,protein_coding
ENSG00000273025,Q96J87,CELF6_HUMAN,15,CELF6,protein_coding
ENSG00000189052,P0DN86,CGB3_HUMAN,19,CGB5,protein_coding
